city,hour,total_events,total_revenue,avg_duration
NYC,2014-07-13 16:00:00,1,0.0,60.0
NYC,2023-07-20 02:00:00,1,0.0,60.0
NYC,2023-08-04 09:00:00,1,0.0,60.0
NYC,2023-08-17 17:00:00,1,0.0,60.0
NYC,2024-06-15 06:00:00,1,0.0,60.0
NYC,2024-06-19 13:00:00,1,0.0,60.0
NYC,2024-07-07 00:00:00,1,0.0,60.0
NYC,2024-07-07 18:00:00,1,0.0,60.0
NYC,2024-07-10 12:00:00,1,0.0,60.0
NYC,2024-07-12 08:00:00,1,0.0,60.0
NYC,2024-07-12 09:00:00,1,0.0,60.0
NYC,2024-07-13 19:00:00,1,0.0,60.0
NYC,2024-07-15 22:00:00,1,0.0,60.0
NYC,2024-07-16 20:00:00,1,0.0,60.0
NYC,2024-07-17 06:00:00,1,0.0,60.0
NYC,2024-07-17 17:00:00,1,0.0,60.0
NYC,2024-07-17 18:00:00,1,0.0,60.0
NYC,2024-07-18 02:00:00,1,0.0,60.0
NYC,2024-07-18 03:00:00,1,0.0,60.0
NYC,2024-07-18 19:00:00,1,0.0,60.0
NYC,2024-07-20 00:00:00,1,0.0,60.0
NYC,2024-07-21 12:00:00,1,0.0,60.0
NYC,2024-07-22 13:00:00,1,0.0,60.0
NYC,2024-07-23 11:00:00,1,0.0,60.0
NYC,2024-07-24 21:00:00,1,0.0,60.0
NYC,2024-07-24 22:00:00,1,0.0,60.0
NYC,2024-07-25 05:00:00,1,0.0,60.0
NYC,2024-07-25 20:00:00,1,0.0,60.0
NYC,2024-07-27 09:00:00,1,0.0,60.0
NYC,2024-07-27 17:00:00,1,0.0,60.0
NYC,2024-07-28 08:00:00,1,0.0,60.0
NYC,2024-07-30 00:00:00,1,0.0,60.0
NYC,2024-07-30 18:00:00,1,0.0,60.0
NYC,2024-07-31 16:00:00,1,0.0,60.0
NYC,2024-08-01 18:00:00,1,0.0,60.0
NYC,2024-08-01 19:00:00,1,0.0,60.0
NYC,2024-08-03 01:00:00,1,0.0,60.0
NYC,2024-08-03 07:00:00,1,0.0,60.0
NYC,2024-08-03 12:00:00,1,0.0,60.0
NYC,2024-08-05 14:00:00,1,0.0,60.0
NYC,2024-08-10 09:00:00,1,0.0,60.0
NYC,2024-08-10 13:00:00,1,0.0,60.0
NYC,2024-08-12 00:00:00,1,0.0,60.0
NYC,2024-08-12 17:00:00,1,0.0,60.0
NYC,2024-08-12 21:00:00,1,0.0,60.0
NYC,2024-08-14 02:00:00,1,0.0,60.0
NYC,2024-08-14 23:00:00,1,0.0,60.0
NYC,2024-08-15 01:00:00,1,0.0,60.0
NYC,2024-08-29 22:00:00,1,0.0,60.0
NYC,2024-09-19 18:00:00,1,0.0,60.0
NYC,2024-09-23 21:00:00,1,0.0,60.0
NYC,2024-09-26 19:00:00,1,0.0,60.0
NYC,2024-10-05 02:00:00,1,0.0,60.0
NYC,2024-11-02 03:00:00,1,0.0,60.0
NYC,2024-11-07 02:00:00,1,0.0,60.0
NYC,2024-11-07 03:00:00,1,0.0,60.0
NYC,2024-11-15 01:00:00,1,0.0,60.0
NYC,2024-11-23 04:00:00,2,0.0,60.0
NYC,2024-12-23 00:00:00,1,0.0,60.0
NYC,2025-01-07 21:00:00,1,0.0,60.0
NYC,2025-01-07 22:00:00,1,0.0,60.0
NYC,2025-01-09 23:00:00,1,0.0,60.0
NYC,2025-01-12 21:00:00,1,0.0,60.0
NYC,2025-01-13 21:00:00,1,0.0,60.0
NYC,2025-01-14 21:00:00,1,0.0,60.0
NYC,2025-01-18 02:00:00,1,0.0,60.0
NYC,2025-01-19 13:00:00,1,0.0,60.0
NYC,2025-01-27 09:00:00,1,0.0,60.0
NYC,2025-01-28 01:00:00,1,0.0,60.0
NYC,2025-01-31 12:00:00,1,0.0,60.0
NYC,2025-02-10 13:00:00,1,0.0,60.0
NYC,2025-02-24 11:00:00,1,0.0,60.0
NYC,2025-03-03 10:00:00,1,0.0,60.0
NYC,2025-03-04 07:00:00,1,0.0,60.0
NYC,2025-03-06 03:00:00,1,0.0,60.0
NYC,2025-03-08 22:00:00,1,0.0,60.0
NYC,2025-03-11 11:00:00,1,0.0,60.0
NYC,2025-03-11 20:00:00,1,0.0,60.0
NYC,2025-03-15 08:00:00,1,0.0,60.0
NYC,2025-03-17 22:00:00,1,0.0,60.0
NYC,2025-03-19 03:00:00,1,0.0,60.0
NYC,2025-03-22 02:00:00,1,0.0,60.0
NYC,2025-03-25 02:00:00,1,0.0,60.0
NYC,2025-03-25 03:00:00,1,0.0,60.0
NYC,2025-03-26 09:00:00,1,0.0,60.0
NYC,2025-04-07 16:00:00,2,0.0,60.0
NYC,2025-04-09 10:00:00,1,0.0,60.0
NYC,2025-04-15 00:00:00,1,0.0,60.0
NYC,2025-04-15 01:00:00,1,0.0,60.0
NYC,2025-04-15 02:00:00,3,0.0,60.0
NYC,2025-04-18 16:00:00,1,0.0,60.0
NYC,2025-04-18 18:00:00,1,0.0,60.0
NYC,2025-04-18 19:00:00,4,0.0,60.0
NYC,2025-04-18 22:00:00,1,0.0,60.0
NYC,2025-04-18 23:00:00,1,0.0,60.0
NYC,2025-04-19 01:00:00,1,0.0,60.0
NYC,2025-04-19 02:00:00,4,0.0,60.0
NYC,2025-04-19 03:00:00,1,0.0,60.0
NYC,2025-04-19 04:00:00,1,0.0,60.0
NYC,2025-04-19 05:00:00,3,0.0,60.0
NYC,2025-04-19 22:00:00,1,0.0,60.0
NYC,2025-04-21 03:00:00,1,0.0,60.0
NYC,2025-04-21 12:00:00,1,0.0,60.0
NYC,2025-04-22 02:00:00,1,0.0,60.0
NYC,2025-04-22 04:00:00,1,0.0,60.0
NYC,2025-04-23 19:00:00,1,0.0,60.0
NYC,2025-04-24 02:00:00,1,0.0,60.0
NYC,2025-04-24 08:00:00,1,0.0,60.0
NYC,2025-04-30 08:00:00,1,0.0,60.0
NYC,2025-04-30 09:00:00,1,0.0,60.0
NYC,2025-04-30 14:00:00,2,0.0,60.0
NYC,2025-05-01 17:00:00,1,0.0,60.0
NYC,2025-05-04 01:00:00,2,0.0,60.0
NYC,2025-05-04 03:00:00,3,0.0,60.0
NYC,2025-05-04 10:00:00,3,0.0,60.0
NYC,2025-05-04 22:00:00,2,0.0,60.0
NYC,2025-05-08 04:00:00,1,0.0,60.0
NYC,2025-05-08 06:00:00,1,0.0,60.0
NYC,2025-05-08 20:00:00,6,0.0,60.0
NYC,2025-05-08 21:00:00,7,0.0,60.0
NYC,2025-05-09 05:00:00,1,0.0,60.0
NYC,2025-05-09 07:00:00,1,0.0,60.0
NYC,2025-05-09 09:00:00,2,0.0,60.0
NYC,2025-05-09 10:00:00,4,0.0,60.0
NYC,2025-05-09 11:00:00,4,0.0,60.0
NYC,2025-05-09 13:00:00,2,0.0,60.0
NYC,2025-05-09 14:00:00,1,0.0,60.0
NYC,2025-05-10 14:00:00,1,0.0,60.0
NYC,2025-05-10 19:00:00,1,0.0,60.0
NYC,2025-05-11 05:00:00,1,0.0,60.0
NYC,2025-05-11 14:00:00,1,0.0,60.0
NYC,2025-05-11 16:00:00,1,0.0,60.0
NYC,2025-05-11 17:00:00,1,0.0,60.0
NYC,2025-05-12 01:00:00,1,0.0,60.0
NYC,2025-05-12 04:00:00,1,0.0,60.0
NYC,2025-05-12 06:00:00,1,0.0,60.0
NYC,2025-05-12 07:00:00,1,0.0,60.0
NYC,2025-05-12 08:00:00,2,0.0,60.0
NYC,2025-05-12 12:00:00,1,0.0,60.0
NYC,2025-05-12 17:00:00,1,0.0,60.0
NYC,2025-05-13 01:00:00,4,0.0,60.0
NYC,2025-05-13 02:00:00,5,0.0,60.0
NYC,2025-05-13 03:00:00,1,0.0,60.0
NYC,2025-05-13 04:00:00,2,0.0,60.0
NYC,2025-05-13 05:00:00,1,0.0,60.0
NYC,2025-05-13 08:00:00,1,0.0,60.0
NYC,2025-05-13 09:00:00,1,0.0,60.0
NYC,2025-05-14 00:00:00,2,0.0,60.0
NYC,2025-05-14 01:00:00,1,0.0,60.0
NYC,2025-05-14 02:00:00,2,0.0,60.0
NYC,2025-05-14 03:00:00,5,0.0,60.0
NYC,2025-05-14 04:00:00,2,0.0,60.0
NYC,2025-05-14 08:00:00,1,0.0,60.0
NYC,2025-05-14 11:00:00,2,0.0,60.0
NYC,2025-05-14 13:00:00,1,0.0,60.0
NYC,2025-05-14 18:00:00,1,0.0,60.0
NYC,2025-05-14 21:00:00,1,0.0,60.0
NYC,2025-05-15 09:00:00,4,0.0,60.0
NYC,2025-05-15 11:00:00,1,0.0,60.0
NYC,2025-05-15 16:00:00,1,0.0,60.0
NYC,2025-05-15 20:00:00,1,0.0,60.0
NYC,2025-05-15 21:00:00,1,0.0,60.0
NYC,2025-05-15 22:00:00,1,0.0,60.0
NYC,2025-05-16 00:00:00,2,0.0,60.0
NYC,2025-05-16 01:00:00,1,0.0,60.0
NYC,2025-05-16 02:00:00,1,0.0,60.0
NYC,2025-05-16 03:00:00,1,0.0,60.0
NYC,2025-05-16 06:00:00,1,0.0,60.0
NYC,2025-05-16 08:00:00,2,0.0,60.0
NYC,2025-05-16 09:00:00,3,0.0,60.0
NYC,2025-05-16 10:00:00,4,0.0,60.0
NYC,2025-05-16 11:00:00,2,0.0,60.0
NYC,2025-05-16 12:00:00,1,0.0,60.0
NYC,2025-05-16 13:00:00,2,0.0,60.0
NYC,2025-05-16 14:00:00,1,0.0,60.0
NYC,2025-05-16 20:00:00,2,0.0,60.0
NYC,2025-05-16 21:00:00,2,0.0,60.0
NYC,2025-05-16 22:00:00,3,0.0,60.0
NYC,2025-05-16 23:00:00,1,0.0,60.0
NYC,2025-05-17 01:00:00,1,0.0,60.0
NYC,2025-05-17 05:00:00,1,0.0,60.0
NYC,2025-05-17 06:00:00,1,0.0,60.0
NYC,2025-05-17 08:00:00,9,0.0,60.0
NYC,2025-05-17 09:00:00,2,0.0,60.0
NYC,2025-05-17 10:00:00,1,0.0,60.0
NYC,2025-05-17 11:00:00,1,0.0,60.0
NYC,2025-05-17 12:00:00,1,0.0,60.0
NYC,2025-05-17 14:00:00,2,0.0,60.0
NYC,2025-05-17 16:00:00,3,0.0,60.0
NYC,2025-05-17 17:00:00,1,0.0,60.0
NYC,2025-05-17 20:00:00,1,0.0,60.0
NYC,2025-05-17 21:00:00,4,0.0,60.0
NYC,2025-05-17 22:00:00,3,0.0,60.0
NYC,2025-05-18 00:00:00,3,0.0,60.0
NYC,2025-05-18 01:00:00,4,0.0,60.0
NYC,2025-05-18 02:00:00,3,0.0,60.0
NYC,2025-05-18 03:00:00,2,0.0,60.0
NYC,2025-05-18 04:00:00,4,0.0,60.0
NYC,2025-05-18 05:00:00,2,0.0,60.0
NYC,2025-05-18 06:00:00,1,0.0,60.0
NYC,2025-05-18 07:00:00,4,0.0,60.0
NYC,2025-05-18 08:00:00,1,0.0,60.0
NYC,2025-05-18 09:00:00,2,0.0,60.0
NYC,2025-05-18 10:00:00,1,0.0,60.0
NYC,2025-05-18 11:00:00,6,0.0,60.0
NYC,2025-05-18 12:00:00,1,0.0,60.0
NYC,2025-05-18 13:00:00,6,0.0,60.0
NYC,2025-05-18 14:00:00,2,0.0,60.0
NYC,2025-05-18 15:00:00,4,0.0,60.0
NYC,2025-05-18 16:00:00,3,0.0,60.0
NYC,2025-05-18 18:00:00,3,0.0,60.0
NYC,2025-05-18 19:00:00,3,0.0,60.0
NYC,2025-05-18 20:00:00,4,0.0,60.0
NYC,2025-05-18 21:00:00,5,0.0,60.0
NYC,2025-05-18 22:00:00,7,0.0,60.0
NYC,2025-05-18 23:00:00,3,0.0,60.0
NYC,2025-05-19 00:00:00,4,0.0,60.0
NYC,2025-05-19 01:00:00,9,0.0,60.0
NYC,2025-05-19 02:00:00,8,0.0,60.0
NYC,2025-05-19 03:00:00,7,0.0,60.0
NYC,2025-05-19 04:00:00,1,0.0,60.0
NYC,2025-05-19 05:00:00,11,0.0,60.0
NYC,2025-05-19 06:00:00,5,0.0,60.0
NYC,2025-05-19 07:00:00,3,0.0,60.0
NYC,2025-05-19 08:00:00,4,0.0,60.0
NYC,2025-05-19 09:00:00,6,0.0,60.0
NYC,2025-05-19 10:00:00,4,0.0,60.0
NYC,2025-05-19 11:00:00,9,0.0,60.0
NYC,2025-05-19 12:00:00,4,0.0,60.0
NYC,2025-05-19 13:00:00,6,0.0,60.0
NYC,2025-05-19 14:00:00,7,0.0,60.0
NYC,2025-05-19 15:00:00,3,0.0,60.0
NYC,2025-05-19 16:00:00,3,0.0,60.0
NYC,2025-05-19 17:00:00,6,0.0,60.0
NYC,2025-05-19 19:00:00,5,0.0,60.0
NYC,2025-05-19 20:00:00,2,0.0,60.0
NYC,2025-05-19 21:00:00,1,0.0,60.0
NYC,2025-05-19 22:00:00,3,0.0,60.0
NYC,2025-05-20 00:00:00,3,0.0,60.0
NYC,2025-05-20 01:00:00,6,0.0,60.0
NYC,2025-05-20 02:00:00,2,0.0,60.0
NYC,2025-05-20 03:00:00,6,0.0,60.0
NYC,2025-05-20 04:00:00,7,0.0,60.0
NYC,2025-05-20 05:00:00,2,0.0,60.0
NYC,2025-05-20 06:00:00,4,0.0,60.0
NYC,2025-05-20 07:00:00,4,0.0,60.0
NYC,2025-05-20 08:00:00,4,0.0,60.0
NYC,2025-05-20 09:00:00,10,0.0,60.0
NYC,2025-05-20 10:00:00,9,0.0,60.0
NYC,2025-05-20 11:00:00,5,0.0,60.0
NYC,2025-05-20 12:00:00,7,0.0,60.0
NYC,2025-05-20 13:00:00,3,0.0,60.0
NYC,2025-05-20 14:00:00,6,0.0,60.0
NYC,2025-05-20 15:00:00,1,0.0,60.0
NYC,2025-05-20 17:00:00,4,0.0,60.0
NYC,2025-05-20 18:00:00,1,0.0,60.0
NYC,2025-05-20 20:00:00,1,0.0,60.0
NYC,2025-05-20 21:00:00,2,0.0,60.0
NYC,2025-05-20 22:00:00,2,0.0,60.0
NYC,2025-05-20 23:00:00,2,0.0,60.0
NYC,2025-05-21 00:00:00,2,0.0,60.0
NYC,2025-05-21 01:00:00,3,0.0,60.0
NYC,2025-05-21 02:00:00,2,0.0,60.0
NYC,2025-05-21 03:00:00,2,0.0,60.0
NYC,2025-05-21 04:00:00,3,0.0,60.0
NYC,2025-05-21 05:00:00,5,0.0,60.0
NYC,2025-05-21 06:00:00,9,0.0,60.0
NYC,2025-05-21 07:00:00,5,0.0,60.0
NYC,2025-05-21 08:00:00,4,0.0,60.0
NYC,2025-05-21 09:00:00,7,0.0,60.0
NYC,2025-05-21 10:00:00,5,0.0,60.0
NYC,2025-05-21 11:00:00,6,0.0,60.0
NYC,2025-05-21 13:00:00,4,0.0,60.0
NYC,2025-05-21 14:00:00,5,0.0,60.0
NYC,2025-05-21 16:00:00,3,0.0,60.0
NYC,2025-05-21 17:00:00,1,0.0,60.0
NYC,2025-05-21 18:00:00,4,0.0,60.0
NYC,2025-05-21 19:00:00,5,0.0,60.0
NYC,2025-05-21 20:00:00,5,0.0,60.0
NYC,2025-05-21 21:00:00,5,0.0,60.0
NYC,2025-05-21 22:00:00,5,0.0,60.0
NYC,2025-05-21 23:00:00,7,0.0,60.0
NYC,2025-05-22 00:00:00,8,0.0,60.0
NYC,2025-05-22 01:00:00,7,0.0,60.0
NYC,2025-05-22 02:00:00,7,0.0,60.0
NYC,2025-05-22 03:00:00,1,0.0,60.0
NYC,2025-05-22 04:00:00,1,0.0,60.0
NYC,2025-05-22 06:00:00,5,0.0,60.0
NYC,2025-05-22 08:00:00,1,0.0,60.0
NYC,2025-05-22 09:00:00,5,0.0,60.0
NYC,2025-05-22 10:00:00,3,0.0,60.0
NYC,2025-05-22 11:00:00,4,0.0,60.0
NYC,2025-05-22 12:00:00,7,0.0,60.0
NYC,2025-05-22 13:00:00,4,0.0,60.0
NYC,2025-05-22 14:00:00,3,0.0,60.0
NYC,2025-05-22 15:00:00,2,0.0,60.0
NYC,2025-05-22 16:00:00,5,0.0,60.0
NYC,2025-05-22 17:00:00,2,0.0,60.0
NYC,2025-05-22 18:00:00,4,0.0,60.0
NYC,2025-05-22 19:00:00,5,0.0,60.0
NYC,2025-05-22 20:00:00,5,0.0,60.0
NYC,2025-05-22 21:00:00,7,0.0,60.0
NYC,2025-05-22 22:00:00,3,0.0,60.0
NYC,2025-05-22 23:00:00,7,0.0,60.0
NYC,2025-05-23 00:00:00,13,0.0,60.0
NYC,2025-05-23 01:00:00,4,0.0,60.0
NYC,2025-05-23 02:00:00,4,0.0,60.0
NYC,2025-05-23 03:00:00,2,0.0,60.0
NYC,2025-05-23 04:00:00,3,0.0,60.0
NYC,2025-05-23 05:00:00,8,0.0,60.0
NYC,2025-05-23 06:00:00,9,0.0,60.0
NYC,2025-05-23 08:00:00,4,0.0,60.0
NYC,2025-05-23 09:00:00,6,0.0,60.0
NYC,2025-05-23 10:00:00,5,0.0,60.0
NYC,2025-05-23 11:00:00,6,0.0,60.0
NYC,2025-05-23 12:00:00,7,0.0,60.0
NYC,2025-05-23 13:00:00,7,0.0,60.0
NYC,2025-05-23 14:00:00,2,0.0,60.0
NYC,2025-05-23 16:00:00,6,0.0,60.0
NYC,2025-05-23 17:00:00,4,0.0,60.0
NYC,2025-05-23 18:00:00,5,0.0,60.0
NYC,2025-05-23 19:00:00,7,0.0,60.0
NYC,2025-05-23 20:00:00,11,0.0,60.0
NYC,2025-05-23 21:00:00,4,0.0,60.0
NYC,2025-05-23 22:00:00,8,0.0,60.0
NYC,2025-05-23 23:00:00,5,0.0,60.0
NYC,2025-05-24 00:00:00,4,0.0,60.0
NYC,2025-05-24 01:00:00,9,0.0,60.0
NYC,2025-05-24 02:00:00,10,0.0,60.0
NYC,2025-05-24 03:00:00,2,0.0,60.0
NYC,2025-05-24 04:00:00,1,0.0,60.0
NYC,2025-05-24 05:00:00,8,0.0,60.0
NYC,2025-05-24 06:00:00,2,0.0,60.0
NYC,2025-05-24 07:00:00,1,0.0,60.0
NYC,2025-05-24 08:00:00,1,0.0,60.0
NYC,2025-05-24 09:00:00,4,0.0,60.0
NYC,2025-05-24 10:00:00,7,0.0,60.0
NYC,2025-05-24 11:00:00,1,0.0,60.0
NYC,2025-05-24 12:00:00,2,0.0,60.0
NYC,2025-05-24 13:00:00,2,0.0,60.0
