city,hour,total_events,total_revenue,avg_duration
California,2017-01-06 09:00:00,1,1.5,24.0
California,2017-01-06 11:00:00,4,10.23,65.10416666666667
California,2017-01-06 12:00:00,52,98.97,55.573076923076925
California,2017-01-06 13:00:00,65,93.57000000000001,37.658205128205125
California,2017-01-06 14:00:00,5,13.25,65.02333333333334
California,2017-01-06 15:00:00,1,4.5,120.0
California,2017-01-06 17:00:00,1,0.5,13.333333333333334
California,2017-01-07 10:00:00,1,3.25,86.66666666666667
California,2017-01-07 11:00:00,1,0.5,13.333333333333334
California,2017-01-07 12:00:00,5,9.4,33.17333333333333
California,2017-01-07 15:00:00,2,8.9,78.66666666666667
California,2017-01-09 08:00:00,2,15.4,546.9833333333333
California,2017-01-09 09:00:00,7,23.01,219.07142857142858
California,2017-01-09 10:00:00,59,90.05,53.47485875706215
California,2017-01-09 11:00:00,229,341.5,41.014046579330426
California,2017-01-09 12:00:00,400,711.4,45.34308333333333
California,2017-01-09 13:00:00,312,501.49,44.0971688034188
California,2017-01-09 14:00:00,267,411.81,41.20811485642947
California,2017-01-09 15:00:00,66,112.99,43.28888888888889
California,2017-01-09 16:00:00,40,50.39,41.49166666666667
California,2017-01-09 17:00:00,6,2.91,21.733333333333334
California,2017-01-09 18:00:00,9,9.97,89.15
California,2017-01-09 19:00:00,11,12.24,61.054545454545455
California,2017-01-09 21:00:00,2,0.5,35.725
California,2017-01-10 05:00:00,1,0.5,209.01666666666668
California,2017-01-10 06:00:00,4,29.0,213.32083333333333
California,2017-01-10 07:00:00,16,54.05,93.80625
California,2017-01-10 08:00:00,68,248.46,148.51642156862746
California,2017-01-10 09:00:00,187,524.79,78.0867201426025
California,2017-01-10 10:00:00,2,3.75,50.0
California,2017-01-11 06:00:00,1,14.0,298.23333333333335
California,2017-01-11 08:00:00,4,16.22,540.3
California,2017-01-11 09:00:00,14,40.89,223.05476190476193
California,2017-01-11 10:00:00,11,23.97,93.88636363636364
California,2017-01-11 11:00:00,497,907.4,48.74339369550637
California,2017-01-11 12:00:00,842,1590.41,50.957145684877275
California,2017-01-11 13:00:00,850,1547.68,47.95039215686275
California,2017-01-11 14:00:00,582,928.91,44.03556701030928
California,2017-01-11 15:00:00,5,0.2,6.0
California,2017-01-12 09:00:00,1,0.25,6.666666666666667
California,2017-01-12 12:00:00,1,0.25,33.03333333333333
California,2017-01-12 15:00:00,1,4.25,116.96666666666667
California,2017-01-13 09:00:00,1,0.5,13.333333333333334
California,2017-01-13 12:00:00,2,4.46,79.79166666666666
California,2017-01-13 14:00:00,1,0.3,44.016666666666666
California,2017-01-13 15:00:00,2,0.45,24.425
California,2017-01-13 17:00:00,1,0.5,13.333333333333334
California,2017-01-14 10:00:00,1,0.25,6.666666666666667
California,2017-01-14 13:00:00,1,6.25,100.0
California,2017-01-14 14:00:00,2,1.9,17.541666666666668
California,2017-01-14 15:00:00,5,5.4,35.79333333333334
California,2017-01-14 16:00:00,1,1.0,26.666666666666668
California,2017-01-16 10:00:00,1,0.25,6.666666666666667
California,2017-01-16 11:00:00,1,2.0,63.56666666666667
California,2017-01-16 12:00:00,1,22.86,354.45
California,2017-01-16 15:00:00,1,2.25,60.0
California,2017-01-16 17:00:00,1,0.5,16.116666666666667
California,2017-01-17 09:00:00,2,0.5,23.333333333333332
California,2017-01-17 10:00:00,3,4.0,35.55555555555556
California,2017-01-17 11:00:00,2,1.25,28.333333333333336
California,2017-01-17 13:00:00,3,5.98,35.93333333333333
California,2017-01-17 14:00:00,4,7.5,43.395833333333336
California,2017-01-17 15:00:00,2,0.75,10.0
California,2017-01-17 16:00:00,3,5.0200000000000005,45.09444444444444
California,2017-01-17 17:00:00,2,0.75,13.208333333333334
California,2017-01-18 11:00:00,1,3.25,86.66666666666667
California,2017-01-18 14:00:00,1,0.3,8.0
California,2017-01-18 15:00:00,1,1.13,30.0
California,2017-01-18 17:00:00,1,0.5,13.333333333333334
California,2017-01-19 06:00:00,1,11.75,532.7166666666667
California,2017-01-19 07:00:00,1,1.0,155.55
California,2017-01-19 08:00:00,5,24.200000000000003,157.0366666666667
California,2017-01-19 09:00:00,886,2037.27,64.79253197893154
California,2017-01-19 10:00:00,594,1130.18,51.954405162738496
California,2017-01-19 11:00:00,33,65.65,51.358585858585855
California,2017-01-19 14:00:00,1,10.75,183.43333333333334
California,2017-01-20 13:00:00,1,1.25,17.65
California,2017-01-20 14:00:00,1,2.25,31.766666666666666
California,2017-01-20 15:00:00,1,0.25,6.666666666666667
California,2017-01-20 16:00:00,1,1.13,30.0
California,2017-01-20 17:00:00,1,0.25,6.666666666666667
California,2017-01-21 10:00:00,3,5.25,59.394444444444446
California,2017-01-21 12:00:00,1,1.0,29.083333333333332
California,2017-01-21 13:00:00,1,8.75,149.13333333333333
California,2017-01-21 15:00:00,1,0.75,31.233333333333334
California,2017-01-21 16:00:00,3,6.35,56.050000000000004
California,2017-01-23 07:00:00,1,0.5,29.65
California,2017-01-23 08:00:00,2,18.75,293.35
California,2017-01-23 09:00:00,5,16.71,306.7866666666667
California,2017-01-23 10:00:00,18,28.31,75.62777777777778
California,2017-01-23 11:00:00,231,467.24,54.091053391053386
California,2017-01-23 12:00:00,257,588.19,56.5621271076524
California,2017-01-23 13:00:00,464,904.53,49.033441091954025
California,2017-01-23 14:00:00,449,833.04,49.57854491462509
California,2017-01-23 15:00:00,376,615.89,42.93976063829788
California,2017-01-23 16:00:00,277,440.91,39.645186522262335
California,2017-01-23 17:00:00,101,125.92999999999999,35.92854785478548
California,2017-01-23 18:00:00,3,12.0,149.35555555555555
California,2017-01-23 19:00:00,1,1.04,124.55
California,2017-01-24 07:00:00,3,14.17,189.99444444444444
California,2017-01-24 08:00:00,10,23.47,188.59333333333333
California,2017-01-24 09:00:00,14,62.59,139.04761904761907
California,2017-01-24 10:00:00,12,15.9,38.90694444444444
California,2017-01-24 11:00:00,5,13.1,62.08333333333333
California,2017-01-24 12:00:00,4,6.6,51.21666666666667
California,2017-01-24 13:00:00,6,3.5,22.680555555555554
California,2017-01-24 14:00:00,7,2.45,12.016666666666666
California,2017-01-24 15:00:00,2,1.25,22.258333333333333
California,2017-01-24 16:00:00,12,16.11,50.62777777777777
California,2017-01-24 17:00:00,38,43.5,39.368859649122804
California,2017-01-24 18:00:00,2,9.5,233.91666666666669
California,2017-01-24 19:00:00,1,0.05,6.0
California,2017-01-24 20:00:00,3,1.25,64.53333333333335
California,2017-01-24 21:00:00,1,0.25,30.0
California,2017-01-25 05:00:00,1,1.9,213.6
California,2017-01-25 06:00:00,6,32.45,187.3472222222222
California,2017-01-25 07:00:00,1,6.5,204.35
California,2017-01-25 08:00:00,20,54.25,88.61583333333333
California,2017-01-25 09:00:00,23,79.16,131.74420289855072
California,2017-01-25 10:00:00,72,161.73,61.25694444444444
California,2017-01-25 11:00:00,12,21.36,42.763888888888886
California,2017-01-25 12:00:00,99,211.93,56.13838383838384
California,2017-01-25 13:00:00,315,602.75,48.27058201058201
California,2017-01-25 14:00:00,343,611.61,45.817103984450924
California,2017-01-25 15:00:00,261,519.15,49.74310344827587
California,2017-01-25 16:00:00,118,206.4,46.5819209039548
California,2017-01-25 17:00:00,3,5.79,44.5
California,2017-01-26 06:00:00,1,9.75,485.25
California,2017-01-26 08:00:00,1,1.0,26.7
California,2017-01-26 09:00:00,3,5.75,74.92777777777778
California,2017-01-26 10:00:00,2,3.1399999999999997,67.89166666666667
California,2017-01-26 11:00:00,6,3.35,15.15
California,2017-01-26 12:00:00,6,14.5,53.80277777777778
California,2017-01-26 13:00:00,7,12.8,62.65952380952381
California,2017-01-26 14:00:00,7,6.85,43.10952380952381
California,2017-01-26 15:00:00,3,4.35,37.86666666666667
California,2017-01-26 16:00:00,6,7.55,24.016666666666666
California,2017-01-26 17:00:00,5,6.52,29.126666666666665
California,2017-01-27 07:00:00,1,2.5,40.0
California,2017-01-27 08:00:00,2,15.75,323.80833333333334
California,2017-01-27 09:00:00,49,89.99,52.34455782312925
California,2017-01-27 10:00:00,15,13.73,29.85222222222222
California,2017-01-27 11:00:00,19,40.96,55.767543859649116
California,2017-01-27 12:00:00,27,33.019999999999996,32.92098765432099
California,2017-01-27 13:00:00,133,213.64,49.75300751879699
California,2017-01-27 14:00:00,101,208.10999999999999,53.57178217821782
California,2017-01-27 15:00:00,8,23.75,68.31666666666666
California,2017-01-27 16:00:00,12,17.1,41.4125
California,2017-01-27 17:00:00,5,4.0,42.406666666666666
California,2017-01-27 18:00:00,2,4.75,67.5
California,2017-01-27 20:00:00,1,0.75,90.0
California,2017-01-28 07:00:00,1,1.4,127.73333333333333
California,2017-01-28 08:00:00,1,2.75,136.9
California,2017-01-28 09:00:00,8,24.25,61.1625
California,2017-01-28 10:00:00,7,9.5,35.53809523809524
California,2017-01-28 11:00:00,8,14.9,92.58958333333334
California,2017-01-28 12:00:00,14,42.269999999999996,85.38214285714285
California,2017-01-28 13:00:00,41,110.33,88.56544715447154
California,2017-01-28 14:00:00,40,109.67,80.18208333333334
California,2017-01-28 15:00:00,338,687.65,56.45399408284024
California,2017-01-28 16:00:00,1503,2770.74,49.504113994233755
California,2017-01-28 17:00:00,1824,2148.78,34.35105080409357
California,2017-01-28 18:00:00,164,224.7,100.3555894308943
California,2017-01-28 19:00:00,90,91.35,125.71981481481481
California,2017-01-28 20:00:00,27,30.62,88.3783950617284
California,2017-01-28 21:00:00,33,13.99,48.52171717171717
California,2017-01-28 22:00:00,5,1.6,22.643333333333334
California,2017-01-29 06:00:00,2,1.35,147.45
California,2017-01-29 07:00:00,1,9.0,240.0
California,2017-01-29 08:00:00,1,6.0,90.0
California,2017-01-29 10:00:00,53,149.93,89.17106918238994
California,2017-01-29 11:00:00,136,434.36,75.46372549019608
California,2017-01-29 12:00:00,23,85.1,73.93115942028986
California,2017-01-29 13:00:00,107,341.94,72.59813084112149
California,2017-01-29 14:00:00,105,438.4,80.91174603174603
California,2017-01-29 15:00:00,8,70.7,132.12708333333333
California,2017-01-29 16:00:00,1,1.31,181.38333333333333
California,2017-01-29 17:00:00,26,80.35,66.71474358974359
California,2017-01-29 18:00:00,24,39.9,36.57638888888889
California,2017-01-29 19:00:00,15,24.36,73.14888888888889
California,2017-01-29 20:00:00,10,7.9,56.61333333333333
California,2017-01-29 21:00:00,4,0.6,10.5
California,2017-01-30 04:00:00,2,20.0,437.7916666666667
California,2017-01-30 05:00:00,6,32.9,447.0138888888889
California,2017-01-30 06:00:00,34,189.38,246.01421568627453
California,2017-01-30 07:00:00,43,183.93,167.7406976744186
California,2017-01-30 08:00:00,239,703.62,142.51924686192467
California,2017-01-30 09:00:00,1069,2539.83,82.19154973495478
California,2017-01-30 10:00:00,2258,4279.4,54.51220106288751
California,2017-01-30 11:00:00,2940,5500.2,51.818032879818595
California,2017-01-30 12:00:00,2992,5524.8,47.213129456327984
California,2017-01-30 13:00:00,1872,3425.5,47.961769943019945
California,2017-01-30 14:00:00,1551,2498.62,42.747281323877075
California,2017-01-30 15:00:00,1018,1679.41,43.71555337262607
California,2017-01-30 17:00:00,5,8.57,78.76
California,2017-01-31 07:00:00,1,1.25,30.0
California,2017-01-31 08:00:00,16,51.96,278.93125
California,2017-01-31 09:00:00,36,122.77,243.59074074074073
California,2017-01-31 10:00:00,513,961.97,55.37949967511371
California,2017-01-31 11:00:00,900,1816.46,55.91831481481481
California,2017-01-31 12:00:00,1540,2981.09,51.25809523809524
California,2017-01-31 13:00:00,1901,3530.61,49.33805014904436
California,2017-01-31 14:00:00,1005,1768.92,46.56169154228856
California,2017-01-31 15:00:00,1040,1771.52,47.04426282051282
California,2017-01-31 16:00:00,2025,2972.35,40.63770370370371
California,2017-01-31 17:00:00,2440,2361.59,28.305157103825135
California,2017-01-31 18:00:00,155,206.05,91.64720430107526
California,2017-01-31 19:00:00,49,56.58,86.72278911564626
California,2017-01-31 20:00:00,30,21.16,67.1
California,2017-01-31 21:00:00,18,6.34,47.60277777777778
California,2017-01-31 22:00:00,1,0.28,32.35
California,2017-03-01 15:00:00,1,1.95,85.21666666666667
California,2017-03-03 14:00:00,2,1.8,24.516666666666666
California,2017-03-04 09:00:00,2,3.25,269.3
California,2017-03-04 10:00:00,1,0.25,6.666666666666667
California,2017-03-04 12:00:00,2,1.75,22.0
California,2017-03-04 13:00:00,3,1.75,27.722222222222218
California,2017-03-04 14:00:00,2,2.75,20.075
California,2017-03-07 11:00:00,1,0.35,28.783333333333335
California,2017-03-07 12:00:00,3,2.1,47.17222222222222
California,2017-03-07 13:00:00,2,1.3,25.858333333333334
California,2017-03-07 15:00:00,3,2.15,34.80555555555556
California,2017-03-07 16:00:00,1,0.75,20.0
California,2017-03-07 17:00:00,4,1.45,14.125
California,2017-03-13 14:00:00,1,1.0,26.65
California,2017-03-14 17:00:00,1,0.3,38.9
California,2017-03-15 12:00:00,1,1.0,37.06666666666667
California,2017-03-15 13:00:00,1,1.0,66.31666666666666
California,2017-03-15 15:00:00,1,0.25,20.0
California,2017-03-15 17:00:00,2,1.05,10.825
California,2017-03-16 09:00:00,2,0.55,7.133333333333334
California,2017-03-16 12:00:00,2,0.2,4.375
California,2017-03-16 13:00:00,1,4.03,253.98333333333332
California,2017-03-16 15:00:00,1,0.25,24.683333333333334
California,2017-03-16 16:00:00,1,0.35,29.666666666666668
California,2017-03-16 17:00:00,1,0.9,16.016666666666666
California,2017-03-17 09:00:00,1,0.6,16.0
California,2017-03-17 12:00:00,1,0.5,43.93333333333333
California,2017-03-17 16:00:00,1,0.5,13.333333333333334
California,2017-03-18 12:00:00,1,3.05,81.33333333333333
California,2017-03-18 16:00:00,1,1.5,45.0
California,2017-03-18 17:00:00,1,0.25,4.616666666666666
California,2017-03-20 09:00:00,1,0.5,13.333333333333334
California,2017-03-20 10:00:00,2,0.8,10.666666666666666
California,2017-03-20 11:00:00,1,1.0,21.833333333333332
California,2017-03-20 12:00:00,1,0.35,9.333333333333334
California,2017-03-25 12:00:00,1,0.75,20.0
California,2017-03-28 12:00:00,1,4.5,120.0
California,2017-03-28 13:00:00,1,1.0,93.35
California,2017-03-28 16:00:00,1,0.25,6.666666666666667
California,2017-04-01 12:00:00,1,2.25,60.0
California,2017-04-01 16:00:00,2,2.75,45.61666666666667
California,2017-04-03 12:00:00,1,1.0,26.666666666666668
California,2017-04-03 15:00:00,1,1.5,34.166666666666664
California,2017-04-03 16:00:00,1,5.19,65.4
California,2017-04-04 09:00:00,1,1.0,18.433333333333334
California,2017-04-04 15:00:00,1,0.5,13.333333333333334
California,2017-04-05 08:00:00,1,0.25,54.9
California,2017-04-05 09:00:00,1,0.5,19.566666666666666
California,2017-04-05 15:00:00,2,0.8,10.666666666666666
California,2017-04-05 16:00:00,1,0.25,15.483333333333333
California,2017-04-06 09:00:00,1,0.75,20.0
California,2017-04-06 10:00:00,1,0.25,34.4
California,2017-04-07 15:00:00,2,1.7,24.008333333333333
California,2017-04-07 16:00:00,2,0.75,7.333333333333334
California,2017-04-08 08:00:00,1,1.0,16.0
California,2017-04-08 11:00:00,2,7.5,73.73333333333333
California,2017-04-10 10:00:00,1,0.25,6.666666666666667
California,2017-04-10 12:00:00,1,2.0,53.333333333333336
California,2017-04-10 17:00:00,1,0.75,20.0
California,2017-04-11 09:00:00,2,1.0,36.5
California,2017-04-11 10:00:00,2,1.9,89.98333333333333
California,2017-04-12 13:00:00,1,0.25,6.666666666666667
California,2017-04-12 15:00:00,1,1.4,129.2
California,2017-04-15 16:00:00,1,0.25,6.666666666666667
California,2017-04-17 15:00:00,1,0.6,7.2
California,2017-04-18 11:00:00,1,0.55,8.8
California,2017-04-18 15:00:00,1,0.8,21.333333333333332
California,2017-04-25 12:00:00,1,0.25,9.383333333333333
California,2017-04-25 16:00:00,1,0.25,7.533333333333333
California,2017-04-26 13:00:00,1,0.1,55.7
California,2017-04-26 15:00:00,2,0.5,12.4
California,2017-04-26 16:00:00,1,0.5,13.333333333333334
California,2017-04-27 08:00:00,1,0.25,19.983333333333334
California,2017-04-27 13:00:00,1,1.0,30.0
California,2017-04-28 09:00:00,1,0.3,8.0
California,2017-04-28 10:00:00,1,0.75,45.0
California,2017-04-28 12:00:00,1,0.25,6.666666666666667
California,2017-04-28 14:00:00,1,0.3,8.0
California,2017-04-28 15:00:00,4,2.3,15.75
California,2017-04-28 16:00:00,1,0.5,13.333333333333334
California,2017-05-04 14:00:00,1,0.1,10.2
California,2017-06-02 08:00:00,1,0.5,17.7
California,2017-06-02 10:00:00,1,1.25,20.0
California,2017-06-03 14:00:00,1,4.5,72.0
California,2017-06-03 15:00:00,1,4.08,119.98333333333333
California,2017-06-03 16:00:00,1,0.25,4.0
California,2017-06-03 17:00:00,2,2.25,19.791666666666668
California,2017-06-05 09:00:00,1,0.5,13.333333333333334
California,2017-06-05 10:00:00,1,0.5,13.333333333333334
California,2017-06-05 11:00:00,4,3.75,23.716666666666665
California,2017-06-05 12:00:00,2,2.5,38.849999999999994
California,2017-06-05 13:00:00,1,0.75,28.7
California,2017-06-05 14:00:00,1,2.25,60.0
California,2017-06-05 15:00:00,1,1.5,43.88333333333333
California,2017-06-05 16:00:00,1,1.5,45.96666666666667
California,2017-06-06 07:00:00,1,2.5,40.0
California,2017-06-06 10:00:00,2,7.0,66.66666666666667
California,2017-06-06 11:00:00,1,3.5,93.33333333333333
California,2017-06-06 12:00:00,1,3.0,80.0
California,2017-06-06 13:00:00,1,3.75,120.0
California,2017-06-06 14:00:00,1,2.5,66.66666666666667
California,2017-06-06 16:00:00,2,2.0,29.724999999999998
California,2017-06-06 17:00:00,1,0.36,24.016666666666666
California,2017-06-07 10:00:00,5,29.3,252.10333333333332
California,2017-06-07 11:00:00,1,0.3,8.783333333333333
California,2017-06-07 12:00:00,2,5.2,89.5
California,2017-06-07 13:00:00,43,72.6,49.46356589147287
California,2017-06-07 14:00:00,112,201.13,50.020089285714285
California,2017-06-07 15:00:00,22,43.26,59.342424242424244
California,2017-06-07 16:00:00,73,101.64,39.118493150684934
California,2017-06-07 17:00:00,63,47.32,30.203174603174602
California,2017-06-07 18:00:00,5,6.39,148.84333333333333
California,2017-06-07 19:00:00,1,1.5,180.0
California,2017-06-08 07:00:00,9,30.080000000000002,167.8740740740741
California,2017-06-08 08:00:00,40,123.41,140.92958333333334
California,2017-06-08 09:00:00,139,304.44,69.88501199040768
California,2017-06-08 10:00:00,17,53.86,128.22549019607845
California,2017-06-08 11:00:00,127,253.76,56.73372703412073
California,2017-06-08 12:00:00,679,1306.32,51.39545900834561
California,2017-06-08 13:00:00,690,1413.49,52.352415458937195
California,2017-06-08 14:00:00,219,445.92,57.36636225266362
California,2017-06-08 15:00:00,189,315.45,46.067901234567906
California,2017-06-08 16:00:00,238,391.43,46.16484593837535
California,2017-06-08 17:00:00,166,172.68,29.71385542168675
California,2017-06-08 18:00:00,13,24.01,110.73846153846154
California,2017-06-08 19:00:00,7,5.65,68.83809523809524
California,2017-06-08 20:00:00,8,7.46,71.85625
California,2017-06-08 21:00:00,2,0.89,51.90833333333333
California,2017-06-09 05:00:00,4,25.42,444.12916666666666
California,2017-06-09 06:00:00,11,44.93,334.46818181818185
California,2017-06-09 07:00:00,50,159.01,132.27933333333334
California,2017-06-09 08:00:00,69,203.72,115.87149758454106
California,2017-06-09 09:00:00,227,502.62,70.7533039647577
California,2017-06-09 10:00:00,277,434.27,45.51841155234657
California,2017-06-09 11:00:00,314,629.7,50.12462845010616
California,2017-06-09 12:00:00,160,335.76,52.67489583333334
California,2017-06-09 13:00:00,106,217.48,50.95031446540881
California,2017-06-09 14:00:00,301,516.01,43.82452934662237
California,2017-06-09 15:00:00,325,627.58,44.54256410256411
California,2017-06-09 16:00:00,490,842.11,43.42081632653061
California,2017-06-09 17:00:00,485,701.31,31.75274914089347
California,2017-06-09 18:00:00,8,18.66,65.09583333333333
California,2017-06-09 19:00:00,6,39.65,68.47777777777777
California,2017-06-09 20:00:00,4,23.14,93.31666666666666
California,2017-06-09 21:00:00,4,9.06,38.920833333333334
California,2017-06-09 22:00:00,1,0.4,47.88333333333333
California,2017-06-10 04:00:00,1,0.25,130.48333333333332
California,2017-06-10 05:00:00,1,7.13,518.2833333333333
California,2017-06-10 06:00:00,8,44.95,140.44583333333333
California,2017-06-10 07:00:00,13,49.2,121.04871794871794
California,2017-06-10 08:00:00,71,200.17000000000002,88.37582159624414
California,2017-06-10 09:00:00,519,1015.61,56.95504174694926
California,2017-06-10 10:00:00,1010,1997.22,55.73249174917492
California,2017-06-10 11:00:00,367,971.55,62.3208446866485
California,2017-06-10 12:00:00,10,43.13,96.75333333333333
California,2017-06-10 13:00:00,539,1296.78,56.33104514533086
California,2017-06-10 14:00:00,475,1259.97,56.78842105263158
California,2017-06-10 15:00:00,479,1118.26,54.723034098816974
California,2017-06-10 16:00:00,512,1048.19,49.32565104166667
California,2017-06-10 17:00:00,769,905.03,29.73617251842219
California,2017-06-10 18:00:00,44,89.02,114.92878787878789
California,2017-06-10 19:00:00,24,34.98,106.71736111111112
California,2017-06-10 20:00:00,24,18.92,77.56597222222223
California,2017-06-10 21:00:00,8,5.32,57.03541666666666
California,2017-06-10 22:00:00,6,1.16,23.227777777777778
California,2017-06-11 04:00:00,1,7.0,480.98333333333335
California,2017-06-11 05:00:00,1,1.0,313.06666666666666
California,2017-06-11 06:00:00,1,17.0,480.18333333333334
California,2017-06-11 07:00:00,3,44.85,255.9888888888889
California,2017-06-11 08:00:00,6,12.3,103.84166666666665
California,2017-06-11 09:00:00,16,118.03,139.95729166666666
California,2017-06-11 10:00:00,16,101.42999999999999,113.559375
California,2017-06-11 11:00:00,123,821.88,109.2069105691057
California,2017-06-11 12:00:00,82,842.33,112.83821138211383
California,2017-06-11 13:00:00,104,829.63,109.23509615384616
California,2017-06-11 14:00:00,55,310.08,115.88939393939393
California,2017-06-11 15:00:00,93,400.81,67.82240143369175
California,2017-06-11 16:00:00,36,146.5,61.43657407407407
California,2017-06-11 17:00:00,47,123.18,49.54078014184397
California,2017-06-11 18:00:00,6,5.67,34.42777777777778
California,2017-06-11 19:00:00,5,5.75,63.756666666666675
California,2017-06-11 20:00:00,3,1.35,39.08888888888889
California,2017-06-11 22:00:00,2,0.6,16.866666666666667
California,2017-06-12 05:00:00,4,38.75,521.7333333333333
California,2017-06-12 06:00:00,32,188.99,312.8432291666667
California,2017-06-12 07:00:00,85,327.3,201.18470588235294
California,2017-06-12 08:00:00,154,472.26,143.2164502164502
California,2017-06-12 09:00:00,573,1570.99,90.00700988947062
California,2017-06-12 10:00:00,687,1251.89,54.05994662785056
California,2017-06-12 11:00:00,317,574.61,48.97055730809674
California,2017-06-12 12:00:00,911,1818.59,52.47246615440907
California,2017-06-12 13:00:00,427,877.07,51.85113192818111
California,2017-06-12 14:00:00,388,675.49,47.26993127147767
California,2017-06-12 15:00:00,539,866.71,45.89573283858998
California,2017-06-12 16:00:00,511,777.21,44.358773646444874
California,2017-06-12 17:00:00,585,578.76,29.128917378917382
California,2017-06-12 18:00:00,4,12.41,59.32083333333333
California,2017-06-12 19:00:00,21,14.53,87.72460317460317
California,2017-06-12 20:00:00,6,3.2800000000000002,101.19444444444446
California,2017-06-12 21:00:00,13,4.39,52.24615384615385
California,2017-06-12 22:00:00,3,1.08,43.449999999999996
California,2017-06-13 02:00:00,1,12.25,1143.9833333333333
California,2017-06-13 04:00:00,3,22.13,422.49444444444447
California,2017-06-13 05:00:00,16,124.83,659.9333333333334
California,2017-06-13 06:00:00,35,192.43,299.8795238095238
California,2017-06-13 07:00:00,128,583.68,209.89856770833333
California,2017-06-13 08:00:00,469,1469.32,132.7083511016347
California,2017-06-13 09:00:00,1412,3266.47,78.35546506137867
California,2017-06-13 10:00:00,1324,2549.31,57.527102215508556
California,2017-06-13 11:00:00,1033,2030.17,51.46119716037431
California,2017-06-13 12:00:00,130,304.93,62.880641025641026
California,2017-06-13 13:00:00,415,812.67,53.6425702811245
California,2017-06-13 14:00:00,613,1137.54,46.97270255573682
California,2017-06-13 15:00:00,405,827.23,52.13802469135803
California,2017-06-13 16:00:00,453,805.23,42.97781456953643
California,2017-06-13 17:00:00,575,753.54,29.11913043478261
California,2017-06-13 18:00:00,104,628.8,76.55560897435898
California,2017-06-13 19:00:00,27,201.25,90.82345679012344
California,2017-06-13 20:00:00,16,67.3,79.71875
California,2017-06-13 21:00:00,13,24.68,28.50769230769231
California,2017-06-13 22:00:00,2,1.25,27.099999999999998
California,2017-06-14 03:00:00,1,6.25,618.9833333333333
California,2017-06-14 04:00:00,6,28.75,487.90277777777777
California,2017-06-14 05:00:00,5,42.35,509.15666666666664
California,2017-06-14 06:00:00,23,182.54000000000002,352.3413043478261
California,2017-06-14 07:00:00,38,135.34,155.2456140350877
California,2017-06-14 08:00:00,103,282.09,152.55825242718447
California,2017-06-14 09:00:00,832,2006.9,74.05298477564102
California,2017-06-14 10:00:00,293,721.78,66.41621160409557
California,2017-06-14 11:00:00,796,1538.86,51.56959798994975
California,2017-06-14 12:00:00,1378,3281.37,56.69808901790034
California,2017-06-14 13:00:00,1694,3758.85,52.591312475403384
California,2017-06-14 14:00:00,1996,3923.71,47.48940380761523
California,2017-06-14 15:00:00,1147,2136.42,45.93038360941587
California,2017-06-14 16:00:00,1565,2674.01,44.23448349307774
California,2017-06-14 17:00:00,1594,1594.42,28.488435800920115
California,2017-06-14 18:00:00,216,336.78,99.45447530864197
California,2017-06-14 19:00:00,112,128.27,104.61636904761905
California,2017-06-14 20:00:00,34,35.58,75.09950980392156
California,2017-06-14 21:00:00,24,9.55,33.34027777777778
California,2017-06-14 22:00:00,4,2.1,28.383333333333333
California,2017-06-15 03:00:00,1,8.75,726.9833333333333
California,2017-06-15 04:00:00,1,5.0,204.86666666666667
California,2017-06-15 05:00:00,15,85.85,384.3777777777778
California,2017-06-15 06:00:00,38,206.75,272.62982456140355
California,2017-06-15 07:00:00,140,535.07,188.51630952380953
California,2017-06-15 08:00:00,318,791.66,109.83569182389937
California,2017-06-15 09:00:00,1770,4249.88,78.30291902071562
California,2017-06-15 10:00:00,1371,2666.53,56.5841964502796
California,2017-06-15 11:00:00,2338,4508.0,53.51226119190191
California,2017-06-15 12:00:00,1867,3577.78,51.64306373861811
California,2017-06-15 13:00:00,1480,3012.92,55.32886261261261
California,2017-06-15 14:00:00,925,1711.92,50.05245045045045
California,2017-06-15 15:00:00,634,1188.23,52.42442166140905
California,2017-06-15 16:00:00,952,1491.78,43.60243347338936
California,2017-06-15 17:00:00,999,1012.02,30.62657657657658
California,2017-06-15 18:00:00,45,65.64,106.55629629629628
California,2017-06-15 19:00:00,27,17.51,116.19938271604939
California,2017-06-15 20:00:00,40,35.58,109.59083333333334
California,2017-06-15 21:00:00,18,7.69,56.17129629629629
California,2017-06-15 22:00:00,1,0.25,32.85
California,2017-06-16 04:00:00,1,15.0,370.71666666666664
California,2017-06-16 05:00:00,8,43.25,381.44166666666666
California,2017-06-16 06:00:00,8,43.65,381.55625
California,2017-06-16 07:00:00,59,289.01,196.90621468926554
California,2017-06-16 08:00:00,95,290.91,118.91473684210526
California,2017-06-16 09:00:00,206,499.29,85.27111650485436
California,2017-06-16 10:00:00,522,1114.67,59.767145593869735
California,2017-06-16 11:00:00,456,924.74,57.59937865497076
California,2017-06-16 13:00:00,1,1.75,30.0
California,2017-06-16 16:00:00,1,0.25,12.0
California,2018-03-17 10:00:00,36,68.69,52.04675925925926
NYC,1970-01-01 00:00:00,163,0.0,60.0
NYC,2000-07-12 03:00:00,1,0.0,60.0
NYC,2000-07-17 23:00:00,1,0.0,60.0
NYC,2000-07-19 01:00:00,1,0.0,60.0
NYC,2000-07-31 02:00:00,1,0.0,60.0
NYC,2000-07-31 19:00:00,1,0.0,60.0
NYC,2000-08-03 21:00:00,1,0.0,60.0
